business_id,cool,date,funny,review_id,stars,text,useful,user_id
lHYiCS-y8AFjUitv6MGpxg,0,2015-08-25 12:46:55,0,LWgAwO_Rd3YKHkVMp25FOQ,5.0,"A 1st class Starbucks, in my humble opinion. It has everything you expect, including friendly staff who remember regulars' names & favourites. 

Small but nice patio, perfect for people watching in Liberty Village.",0,0ORFRUMDfh1P0X0WRRnJGA
dLIk8-OHVzClGqtb1M91KA,0,2013-11-02 05:57:03,0,Ee1SqUrAdJQZVg4DYpT_MA,4.0,"The drinks are good although not stoked that they've removed the hazelnut flavour shot from the menu, hopefully it returns after this pumpkin spice promotion is done. But you can get a good hot chocolate for cheap.

Iced Capps are good too. I get mine made with chocolate milk, it'll rock your world. Especially for someone like me who isn't a big drinker of coffee to begin with. The subtle taste is good enough for me.

The staff are nice and friendly but this place just gets so loud! I usually get my order to go.",0,X1Olg-jeC4Epr285u3-j7w
lHYiCS-y8AFjUitv6MGpxg,0,2017-08-23 21:21:12,0,if5g5XOTkVFutFkYcXrdFg,2.0,so disappointed! the icing on the top of my chocolate loaf stuck to the bottom of the pastry bag... someone needs to learn how to put pastries in a bag properly... decaf americano was ok.... staff was friendly...,0,TQfJqr2ELp17Rvune3ndiA
pt8AjHbXuoXd1cjQO-gjPQ,0,2015-06-14 03:04:16,0,_1a-Zj6qwkc-hiztzOGpIQ,5.0,"This location really IS as good as it gets.  Regardless of what time of day I go in, food is always fresh, coffee always tastes great and everyone remembers my order.  

Exceptionally pleasant staff, clean establishment and this location puts every other Timmies I've been to - to shame.",1,YA7ikgfNXoTwfiPj3AcrNg
LQ9WorDtNJXeEfA7GWIXTA,0,2017-02-16 17:07:10,0,QlIRLdKtUdbhswCIyrAvVg,4.0,"Spacious, with drive thru available

Mobile orders come very quick for them and they tend to place those orders at the counter at the back. Be sure to ask for them or else they might be forgotten",0,Plqi4pG84PA_vBM8OfDPDg
0fJvj2LG6VWenkXEnAACVA,0,2018-09-30 15:02:31,0,Zcp4mTDbO7HelmTkxBuKFw,2.0,"Only one lady she make the best toast ever! She is not here today! My both bun are burn! Coffee is cold today,i  had bad experience breakfast today! Seems like waste my money! No worth",0,gqwitfJFF2C1rY3jOxYY-g
CPZwngSfv-5OpQ3iQZOrsQ,0,2017-08-12 03:49:35,0,Fns4EFSkhU-Rb-6N67Zo-w,1.0,"Supposedly they close at 11pm ... except they don't! This location is on my way home and on at least 3 occasions now (tonight included) the doors were already locked when I got there at 10:45 pm or thereabouts. At least turn the sign off - or something! - so it doesn't look like you're still open, so I don't have to turn into the parking lot, find parking, then walk to the door only to find out you were too lazy to stay open until closing time. Stop wasting my time.",1,f639_kystiSEktHc_seoyg
w3ckOUmuwo3uVAVepugaqA,2,2011-02-22 21:04:35,7,6Us-u9tFg1fsg-SD-kdOHg,1.0,"Stop. Don't go here. Just go to Crema. 

I went here today because Crema looked a bit too busy. Bad decision. The wifi was broken and apparently it's been down for a whole month!  A whole month! Get your shit together, Starbucks. 

Also, the girl at the counter said she KNEW the wifi passwords for nearby hotspots but couldn't give it out as an employee... (Attention Crema owners - you should probably change your password because SBucks employees have clearly been stealing it for a month). 

This place definitely looks nicer at night time. It's a bit dark, empty, cold, dirty in the daytime. Crumbs all over the empty communal table and a very disgusting bathroom.",7,on4PBkuSAUi8gqlJHSyefA
DCKp_WVJ2VCtzUamsMavuA,0,2011-11-14 19:55:18,0,ctQU77eB6xboUjQXCv2HKA,3.0,"It is just another Starbucks. The only difference I have noticed is the size an a few more couches for people to sit on, plus the more Victorian/library vibe and decour found inside than in other locations.

 As par of a chain, this place is no different as far as the food/coffee is considered. Personally I have been there a few times, but every time I have meant to hang around/chill/loiter our plans have been spoiled by the large amount of customers who seem to live here. 

One or two homeless people who are regulars will stand outside to pester you for change. 

As far as convenience, this site is seconds away from the West exist of Yonge and Bloor, so if you are in a rush, you can easily sneak out of the TTC, get a coffee and get back in without fuzz.",0,EC5TGpxONfz4IZIjML0DpQ
w3ckOUmuwo3uVAVepugaqA,0,2018-08-28 12:03:35,0,2_8IktX_rSiyXWJnhLmlrw,2.0,"Grabbed a coffee this morning, as usual. The lady who served me had a hard time understanding what a skinny vanilla soy latte is.  That's what I ordered, and I heard her repeat it to the gentleman without saying soy. When she came back to the cash register, I gently reminded her that it was with soy. She snapped 'usually that drink comes with skim milk..' I said 'yes, but it also comes with sugar free vanilla...' Since when can you not choose your own milk? 

After, she went over and reamed the guy out beside her by saying she doesn't want a repeat of yesterday's performance. I don't know what yesterday's performance looked like, but she proceeded to wash her hands and put the lids on with her hands still wet. Thankfully for a mobile order and not mine. 

Not only that, my nearly $7 latte is almost a quarter foam. I really wish baristas paid more attention to giving you a product worth $7. My drink could have easily fit in a grande cup..

I frequent starbucks about once a day, and today I was inspired to write this review. Take it as you want.",0,dAY2z5VEsEPcRm-qzD44aw
DCKp_WVJ2VCtzUamsMavuA,0,2015-08-13 11:45:34,0,RR3jBjfU2PRXDOQ9gTzYWQ,5.0,This staff is amazing!!!! They all learned my name (Bob) and chat with me whenever I am in. They go above and beyond and offer the type of customer experience that keeps you coming back even when there are so many options out there. Special shout out to Roberto for being great! (Not only cause it's similar to my name),0,mEbPkvxzguwMQSILCiWj5Q
QuoEIR46OGdC_z1Axwd2gA,0,2017-03-30 03:35:40,0,_lxJv3eJjCpy1EiQuSdh1A,4.0,This starbucks is usually pretty packed with people trying to do their work so it's kind of hard to get a seat. But the staff is funny and friendly (like all other starbucks). This location is probably one of my favourite ones because of the patio space. It off to the side with a separation wall blocking the street and connected to the condo area with the pretty trees and entrance way. The inside and outside of the store is constantly clean but the layout of the store in my opinion is a little bit awkward.,1,VQenIJ5AzqURtDSUYv76rg
0fJvj2LG6VWenkXEnAACVA,0,2016-09-10 19:52:59,0,qo6EM24z8gKDgJuyROMibA,2.0,"not very happy over this location, but its the only decent coffee shop in the neighbourhood, this location only gets a positive nod for me because of how clean it is. the service is lackluster, the staff are either extremely rude, or new. to top it all off the clientele of the area are not really the best to be around, often times found myself gagging in line from the uncleanliness of people that have come to this location. be sure to be bothered by people when you walk in and walk out for some ""change"" or something else. 
not a fan at all.",0,JLv2Dmfj73-I0d9N41tz1A
Gw-czbovLneqikIGSmjOCA,0,2018-08-27 19:28:44,0,gRQfVT-tuRAqTLMtN7455g,1.0,Middle aged lady with glasses was super rude and had an attitude problem. All the other employees are usually super nice.,0,xzdsbwKfBC5-CrjpPiihqA
c1iPLYFYTjPTqIsjpBXc-A,0,2017-02-14 01:56:06,0,R_S7Jqb1-jkj6Hj9IozcUA,5.0,"This my favorite starbucks near my work. The one at Scarborough town centre is busy most of the time and so is the one at kennedy commons. It is really clean and roomy inside and they have a drive thru like the one on Milner. 

My favorite drinks are the caramel macchiato, matcha latte, berry hibiscus refresher, and the flat white. 

Their drinks tend to be very sweet so i always ask for half sweet.

It is better to make use of the mobile app than to wait in line. The mobile app sometimes gives you bonus stars for ordering on the app too!",0,vF1ELcKuNKKQ1KvoolmBwA
GGefrny_-2EBZx4SJBBWWg,0,2017-01-10 17:30:45,0,7DV8_0BlSmNb897_C3L6hg,2.0,"This location is disastrous. The lines are confusing and it is hard to know which cashier is open. The wait is always long, even just for a coffee. The staff are nice and they are always in an ER mode. Either the location is severely understaffed, or there is something wrong with the work flow. Tim Horton's really needs to learn from MacDonald about modernization.",0,9WjF9IKOYhBWQGW5RR5Spw
DCKp_WVJ2VCtzUamsMavuA,0,2016-11-16 23:40:08,0,XLUNSdaQZIPjubbhmapd3A,4.0,從開學開始每個月都是考試的月份，作為多大學生的我就買了一杯無糖少冰的Venti Teavana Shaken Iced Passion Tango邊溫書邊品嚐（因為之前點的都是咖啡，所以這次就想嘗試一下不同的飲料。）點飲料的時候那個服務員都非常友善，真的很喜歡這種服務態度。然後最令我驚嘆的是這杯venti飲料連稅都只是港幣18元而已！真的非常便宜，比一般的台式飲料更便宜（超開心），然後環境氣氛也很好，非常適合溫習。,0,X-uefJdU44ctKNdB80qqAQ
DCKp_WVJ2VCtzUamsMavuA,3,2015-08-27 15:57:06,2,RTXvHHMfmJ98q0AthZNQdQ,5.0,"This is the most beautiful Starbucks I've ever been in. It's almost like a time warp, but it's so.....classy. Large, dark wood bookcases, hardwood floors, even the outside has kept it's organic feel.

The service and drinks are great, as to be expected, but the atmosphere is what made this one stand out to me. I've been to many Starbucks locations, but this one looks like more than just a coffee shop.",5,_zPT9ZmR5-nUfsprzIiRew
c1iPLYFYTjPTqIsjpBXc-A,0,2017-04-24 00:58:14,0,_fbsrWO2K8v5EJ4jfBknaw,4.0,Love the Starbucks because it has a drive thru but honestly every time I visit there the staff have attitude and just aren't welcoming. I'm still gona go there though because of the drive thru!,0,52XuC2mPEGybwjktuWC4Aw
DCKp_WVJ2VCtzUamsMavuA,1,2012-06-08 06:56:31,1,Rn2dQLXxbA0o2k59Uiquyg,4.0,"I'll keep this brief, mainly because... well, I'm reviewing a Starbucks. But an incredible one in my opinion, the best I've been in for three very distinct reasons. 

1. I hit up this corporate mega monster three times during my two week stay in T.O. It's super convenient to the the subway and a great place to meet friends. It's huge inside, bigger than any Starbucks I've been in (are there bigger?) and the layout is such that you can wait for folks without feeling like you're on top of anyone. 

2. The staff is incredible. Not in that fake/corporate-y/Starbucks sort of way, but genuinely incredible. Kind and patient while I sorted through coins that all looked the same and quick to churn out my super complicated drink of choice... don't ask... really. 

3. The architecture is really cool. Now I can't say whether or not this is because it's in a cool/old historic building or if Starbucks came in and wow-ed the place up, but I dig the furniture, the artwork, the lighting, the tile, and the overall feel. 

The coffee is what you'd expect. It's a chain... derrrr. But those things more than make up for the lack of local-ness.",1,JUT0U3HTSB3kz9Wh7N0GqA
DCKp_WVJ2VCtzUamsMavuA,0,2011-11-13 20:06:07,0,SxCL_hP4DceyD-v5XuIWrQ,4.0,"With a rustic library feel and old wood floors, this Starbucks location in Yorkville is bustling with activity most days of the week. Many university students congegrate here during the day as free wi-fi is available. Weekends tends to be busiest time of the week as shoppers from the neighboring Bay store come here for a break.",0,dtanlcid8_m1L49ZK1YPfw
s7Cq3DdSELAU_IFYXOnicg,0,2015-01-26 15:33:35,0,Fn_24a45F_Se_NiR9UmTug,4.0,"Location is extremely convenient. Connected to Ryerson University, The PATH, Toronto Eaton Centre, and near the Dundas subway station.

Staff are extremely quick and clear long lineups quickly. Location is tiny but does have a few seats if you can snag one up.",0,KnlEAQk5dDdQjQS3tos9cw
w3ckOUmuwo3uVAVepugaqA,0,2015-12-31 08:25:10,0,0yT51QN6eWk-ssfiYWBFrg,5.0,"Friendly staff,nice  decore. quiet location where you can sit down read a book and enjoy a cup of joe with friends, and unlike the big name competitors they will redo your drink if not done to your liking. And for the crossword fans they have a crossword for customers to complete as a community. And although it may seem that they only have one washroom. They have 2 additional washrooms(Through the door directly adjacent to said washroom).",1,xHMq2fBArXBp881TVlRt5g
sZjy5U0AEXr7r2PZPi5rMQ,0,2015-05-21 05:53:47,0,32_rEw30VvZKZjitvI6Ejg,5.0,"This has to be my favourite Starbucks in the city. It feels like you've stepped into a classy historic building with high ceilings and antique fixtures. It can be busy, but not nearly as insane as some of the other downtown locations. It's quiet enough to study with a delicious beverage by your side. 

The staff are your typical SBux employees - friendly, funny and welcoming. I've had great drinks made by the baristas - no issues yet. 

I regularly order the blonde roast coffee, which has always been great. Once in awhile I will spoil myself and have a frappucino - the green tea frapp is amazing! 

My only complaint is that the washrooms can get rather dirty and left without toilet paper at times.",0,mu0HokS1Ly9_QZDRHEPQ8A
s7Cq3DdSELAU_IFYXOnicg,0,2016-07-31 21:38:16,0,z82taUq6qAH2yn9VvtCO7A,1.0,"The staff are very unpleasant every time I go there. One of the staff actually fought with me about the spelling of my name. One of the girls with brown hair and glasses, decided to ignore every request I asked. I asked her for a straw, when she walked away ignoring me I reached for it myself. She thought that it would be wise to tell me off. None the less I got my straw. Karma will make way for her. Plus she always looks so angry, if I did that in my job it wouldn't be nice. Don't go to this one, you are better off going to the one inside the Eaton centre, snobless.",1,x0tZTeLZSyy_SY0x4VdCSw
5Nc5TH0eaookGYKZiwpfPw,0,2015-11-12 01:52:07,0,tU-f2LiC2plxhDOeg26clQ,2.0,"Location is great, but the staff cannot accomplish a single order without messing up. No smiles or any hint of friendliness to be found here, and the second you leave you get mobbed by homeless people, who on occasion, enter the store and harass the customer's in line for money while staff does nothing. Avoid.",1,Ihr5ameq_1zElhhTknEssQ
zOMR5CsyC-LrLSFDgwrcyQ,1,2013-07-03 04:18:00,0,v-ktqEUc1G2Uxq4awAdV7Q,4.0,"Let's count... how many times can I review a starbucks before it gets old? Obviously I haven't hit that point yet.

I'm actually quite a fan of this one, having come here many times to contemplate the MEC across the street (or wait it out until it's an acceptable hour to visit Wvrst).

Seating area is small-- maybe around 10 seats total. I've been fortunate to stop by when it's pretty empty every time, and I really like their high wooden table and stools. Gives this place kind of a rustic feeling compared to some of the more industrial-style starbuckses.

(seriously, what's the plural of starbucks?)

All in all, quite a normal, pleasant starbucks experience.",0,4d681x3sCw1Q9ySTyTYXlw
LQ9WorDtNJXeEfA7GWIXTA,0,2016-06-27 17:50:50,2,5TOMnFDKNYMLRSWTuQvDwg,1.0,"I'm not going to get into details over what happend but a girl that works there that told me shes the ""Manager"", is a complete nimrod and hates her life. 

I dont even know if shes the manager after reading reviews...

Avoid this starbucks at all costs.  Theyre just horrible",0,5Q6Mu3sgi55wkqbbtr5KjQ
QuoEIR46OGdC_z1Axwd2gA,0,2012-04-09 01:13:45,0,U3aE1XUozPACEdNwrO0dyQ,3.0,"Not much to be said about this location.
It's a pretty tiny Starbucks, but the service that you receive is one of the best in the area. The baristas are very friendly to customers and are more than willing to help you out when they can. The baristas at this location offers to heat up your pastries, something that most baristas does not do.",0,UxTh0zFCbHj2PDxDa0aikQ
5Nc5TH0eaookGYKZiwpfPw,0,2012-05-14 04:02:58,0,1A3Te8tz472RW002bSzkMg,3.0,"Good place to get your coffee and breakfast (or lunch) on the go, although spacious inside, there is NO seating at this location. While there is standing tables where some can rest their drink or meal, the lack of sit-down tables is a negative thing.  Service is great, location is convenient (across the street from the Sherbourne subway station), and hours are great. If it wasn't for the lack of tables, I would have ranked it higher.",0,dtanlcid8_m1L49ZK1YPfw
dLIk8-OHVzClGqtb1M91KA,0,2018-07-17 01:20:46,0,RIhArEubeFkFLsob7yXpAw,1.0,"Worse Tim Hortons . The location it self is dirty , the lobby as well at the seating area . Filthy",0,ZE9tvOOuyEXW5o_oD7rXyg
dLIk8-OHVzClGqtb1M91KA,0,2014-04-08 01:21:24,0,gg4XBp_fVlxe0FV1dGddXw,3.0,"Yup, with all the other great coffee houses in the hood, why here?  Unlike many, I actually like their coffee.  Plus it's cheap.  What's gotten good with Tim's is their food.  The portions seem to have gotten just a tad bigger for starters.    Soups & sands are your basic goodness, but you have to try their chicken panini sands.  Oh, my.        Generous amount of chicken, red onions & some kind of 'secret sauce'.  I'll skip the coffee just to come get one.",0,i_cRb1RgMlhMj-M1Hx_hYw
w3ckOUmuwo3uVAVepugaqA,2,2011-09-08 22:38:07,6,DrqfpmpUU5vlC5tKS-z6XQ,5.0,"Let's all stop being hipster snobs and come to terms with the fact that Starbucks is awesome!

I know we live in a world where ""big oil"" and ""big  pharmaceutical"" are considered evil, but ""big coffee"" isn't really killing us or destroying the environment.  If Starbucks is on your list of problems in this world, then I'd love to have your problems!

Crema seems to be doing fine across the street and they're far more expensive and snooty than Starbucks.

I understand that people like to root for the underdog.  But just because the independent coffee shops have good coffee, doesn't mean Starbucks is crap.  Both are allowed to be good.

So stop feeling unnecessarily guilty about coffee and enjoy my personal favorite drink at the 'bucks: Tall Bold Coffee, as black as my heart!

P.S. The food at Starbuck is just like Grandma used to mass produce!  Gross and riddled with preservatives, calories, and regret. Stick with the coffee!",3,3A5tNHBiWw7RJ1iwlR9N1A
lHYiCS-y8AFjUitv6MGpxg,0,2014-03-07 12:15:04,0,wcn8Mmv195E9nrWl3ec6Vg,4.0,"My rating is solely based on their performance against other Starbucks.  

The service was fast enough and everything was fresh as usual.   It just doesn't deserve 5 stars as the staff here don't add the personal touch like some other Starbucks do.  

In the summer the outdoor patio is amazing for relaxing and people watching, as liberty village is always buzzing.",0,Krt9eSuNGRywDhHNQcKXaQ
Xf1nakITB5k6LzAHcLFNzA,0,2013-11-29 19:56:55,0,Wzxw6yoKjkrY6CmzOgxJog,3.0,It's a Timmys. You go in and buy a coffee and maybe a donut...then you go.  It's tiny with very limited seating.  Long line-ups during office lunch hour.  They do have a few tables outside during the summer but that's also where the smokers hang out.  I never tried their ice-cream yet.  I'll go back to give it a try this next summer. Overall it's convenient location and that's about it.,0,zsna_iioQVRKVNn3NLUjMA
DCKp_WVJ2VCtzUamsMavuA,0,2017-12-13 11:58:09,0,tgCtbAMx2YVv50c_7YltCg,5.0,"Not much of a point in reviewing a Starbucks as they are all somewhat similar across the world - and that's exactly what makes them great. They are extremely consistent in their service and the quality of their beverages and food items that you always know what to expect when you walk into a Starbucks, whether it's in New York, Phnom Penh, Melbourne, or Toronto.

Admittedly I am pretty basic, so obviously I have to be definition love Starbucks, which I do. I like that they accommodate almost any dietary restrictions you may have, which is important for a franchise popular among us basics who start a new diet fad every few years. They have sugar-free syrup options for those on a low-carb diet, they have almond, coconut, and soy milk for those who are on a vegan diet, and obviously their beverages are gluten-free. I do find that their food selection lacks a little compared to the American stores, and why do we still not have the Strawberry Açai Refresher?

Many of the Starbucks locations can get busy from time to time with the number of people taking up spots for hours at a time. No complaints there from my end because I'm one of those people, but it sometimes does lead to some odd people hanging around from time to time, especially at night. They're just odd, not dangerous so it's really not that concerning. The strong wifi at Starbucks also attracts many people as you don't even have to order a drink to use it, which can sometimes cause issues if the network gets too congested, as it might prevent you from accessing the web.

The online ordering option has been great for those with a really complex order to appease their sophisticated palette. It's also been useful for times when there is an enormous line so you can just sit somewhere and wait rather than having to stand. I find that it's often not great for ordering food, as they often say they have something on the app which ends up being out of stock in the store - but it's useful for ordering drinks.

I decided to review this Starbucks because it's the closest one to my place and I needed to write more reviews before the end of the year. This location in particular is somewhat different from the other locations as they are larger and offer a selection of reserve roasts. I'm not a coffee connoisseur by any means though, so I wouldn't be able to tell you what's good coffee unless it was really awful. Although it's the closest location to my place, it's not my most visited as it is often quite crowded so it's not the ideal Starbucks location if I'm looking to just grab and go. The Longo's down the street has a small Starbucks that almost never has a line so that's usually where I go for a quick pick up. Nevertheless, this is a good Starbucks location if you're looking to kill some time and prefer being in the middle of a crowd.",0,FejMS4vsD9FIUtiwsmm7mA
Sfzr0Nb2T6mg9EyrFD9RaQ,0,2014-01-10 13:38:09,0,oSAItUGFQnbbwR2uW5PA3g,4.0,"Alway a great Starbucks .
It's also the cleanest .
Other Starbucks should come here and see how clean it is .
Fast and friendly service .",0,X4cwQL_JZZnAUyCbOwz3pw
w3ckOUmuwo3uVAVepugaqA,0,2017-07-14 17:58:01,0,JclEGsc2STvlZu5VLR7G3Q,4.0,"Easily one of the best Starbucks in the city. Service and seating areas are all on-point. There is even a Junction-themed fireplace, so you can really bunker down for a cup of coffee. I'm not sure how their special drinks hold up - will be back - but so far this makes a great meeting spot after the nearby coffee shops have closed. It's open till 10!

Bathrooms could be cleaner/newer but they are spacious, and not much worse than your generic Starbucks. IMO, the city can be brutal.

The only reason I removed a star is because of the internet. Wifi is s-l-o-w and sucky. I can tap into my own data at this point, however, and the otherwise great environment makes this Starbucks palatable.",0,c9UpB55CBw1UtFT071KfZg
LMH6FC-NniQ1uSnkabk9EA,0,2017-06-22 22:24:08,0,9T_C43mAeAWf9yuqnvkhxA,2.0,"The coffee at Starbucks has gone seriously downhill.  Very weak espresso, sweet drinks too sweet and store to bright. Nice patio outside and gorgeous buildings. 

No need to go here as there are so many nice independent places nearby.",0,Sa7sybxj5YuZIZKsbN4jFw
Sfzr0Nb2T6mg9EyrFD9RaQ,2,2009-06-21 22:30:18,0,9pXaoMUmIjLZi9qfx3t51w,3.0,"I haven't been here too many times over the couple of months I've been in the neighbourhood.  Yeah, its like other Starbucks but here are perhaps a few things noting:

1.  Store has a ""catwalk style"" layout - easy to people watch INSIDE the store.
2.  Nice patio if you can actually get a seat at one of the 4 tables
3.  75% of people have Macs (well at least 50% - probably common in the neighbourhood)

Also, baristas are cool... went in late one night to ask for a breakfast sandwich... oven was already turned off I was told... only sandwich left was Thai Tuna wrap which I remarked did not really sound all that tasty... Barista gave it to me for FREE which was cool (as would spoil anyway).

ETA:  Quite frankly, I did not care for the tuna wrap, even though I like tuna and Thai... an odd combination of flavours for me.",1,hqmnMdDS-Opjp3BfBJA8qA
qpum_dXomddWLPKTZ5tPkg,2,2011-12-15 04:46:27,3,PtnyllZTJzd8I8ZLYStntw,3.0,"In which I ponder the approach to a review of a single location of a chain

Starbucks.... At once I loath it for what it has done to convince the general populace that ""gourmet"" coffee must taste overroasted and otherwise damaged, I must also admit that it provides a necessary public service that might otherwise be unavailable-- a predictably warm, semi-comfortable, passably clean environment in which to recharge your laptop and get free wifi. 

Well, it's also an acceptable place (I'm running out of adjectives that mean ""mediocre"") to meet up with some friends or kill some time, get out of the rain/snow/sleet if you are not a postal worker, etc.

Wait-- what am I doing, everyone already knows what Starbucks is, I mean my iPhone even autocorrects me when I don't capitalize the ""s"". How is that for ubiquity? It doesn't even capitalize the ""m"" in mom (don't tell my mother).

So basically the above is a semi-rant against the ""man"" ruining something that I think is ""cool"" and ""counter-culture"". I feel like a hipster. No wonder everyone hates hipsters.

Anyways, this location is nice and spacious, wasn't super crowded when I went (around 6 pm on a weekday), some comfy looking couches that I didn't sit in because I think it's weird to sit directly beside a stranger in matching couches.

They knew what a ristretto is, but only because there is a button on the machine that says ""ristretto"". 

And so, before I launch into my tired old rant against buying ""gourmet"" ""espresso"" from a barista whose entire training consists of locating the ""start"" button on a super-automatic espresso maker, I will end this review.

PS I will still come here 2 more times just so that I can become its ""Duke"" on my never-ending quest to dethrone the current ""Queen"" of Toronto.",2,ypYrGxEaXimgYSm1BJFLoQ
TrBwrc6P_W_XTsphbvuk9g,0,2016-02-06 13:04:08,0,jnd8dCjH_nkLgfYPCKpZNg,5.0,"When I heard that starbucks was coming to the area I was pretty excited because I had recently bought a home nearby. They did a beautiful job on the reno, inside and out. The first weekend it was open it was full of parents with strollers, and people sitting quietly upstairs on laptops or sitting with friends. I really think it will be great for the area. Definitely great to have another spot to grab a drink or a bite. I had a breakfast wrap when i was there. I liked it.",2,VHc1yqBhsE-l3JQFXuWydQ
DCKp_WVJ2VCtzUamsMavuA,0,2018-04-23 21:44:11,0,RQvfZsWaOtZTVOChwuYfAA,1.0,I saw a video of the employee Justine on the internet where she was harassing a customer. Wow.,0,ZRNLm8QyvXqQd74mtazV7Q
0fJvj2LG6VWenkXEnAACVA,1,2018-03-28 16:12:47,0,5cJWcEMaPGo_egHdvEuKPg,5.0,"This is the best Tim Hortons I have ever been to. They consistently get orders correct here. They rarely run out of the good stuff (hash browns).

The staff are cheerful and friendly despite having to put up with plenty of unruly customers every day. 

Hao (I believe the manager) is the BEST! She remembers my name, and my order, and she goes our of her way to do a great job for all customers.

I have never been to a Tim's like this! 

Respect.",0,zu5aODNes_lRJgtiL1-pUQ
Xf1nakITB5k6LzAHcLFNzA,0,2017-05-20 20:41:50,0,3rx6LlEHsFroGyqGOEMXtA,3.0,"This is my least favorite tim horton's in my area- but definitely not because of the food! i come here every now and then. the price is like any other place. the staff is very nice compared to other tim hortons' I've been to. the only problem i ever have with this place is the hours. if you're a morning person, this is a great place for you. i like to spend nights out and usually stay till morning. its a shame that i cant stay here because it's in our building complex. usually, theres a long line but it moves very fast. and theres always a place to sit. the chairs are very out of order but most people who come here only get take out and leave. ive never had a problem finding a place to rest.",0,_pCyVcB7upjgVpQjnr3vyQ
DCKp_WVJ2VCtzUamsMavuA,1,2011-08-10 03:08:04,1,dvbMkWI311PobU6M4Xh-cg,3.0,"Now I don't normally blog about your typical coffee shop, but I kinda like this location. It's located around the Bloor and Yonge area just a little south of the Toronto Reference Library. It's a pretty big Starbucks with a fair amount of space with good table to chair ratio.  So this is definitely a good spot to go study especially if the Toronto Reference Library gets too packed.  The decor looks like a modernized library but not over the top where you can't recognize it anymore. There's a large communal table in the back of the store which is great and perfect if you need a lot of table space.

I normally come here as a quick pick me up when I'm in the area. On this occasion, I got the Zen green tea which by their description is a green tea that's combined with lemongrass, spearmint and a hint of lemon.  To me, it's pretty much a nice mint lemon green tea. And something that distinctly makes Starbucks Canada different than the rest is the readily available honey. That's right Billy Bee's honey which is Canada's favourite honey is available in Starbucks locations all over Canada. So whether you're battling a cold or a scratchy ailing voice, I find the mint lemon green tea with a good amount of honey helps.

So overall, I like this Starbucks location as it's a little different from the rest. It helps to support overflow from the library well.  It also has a fair amount of lounging area for those wanting to take a break from shopping, studying or just to find a place to chat away from the busy streets of Yonge and Bloor. Can a certain Starbucks be better than the others one may ask? Yes, I think so.. how about you? Do you have a preferred/favourite Starbucks?",1,b4Dvi7D0LkrJcyzEsP0w4A
sZjy5U0AEXr7r2PZPi5rMQ,0,2012-04-09 01:04:14,0,YugQiijMD_Uzl6AexfFG6w,4.0,"My first visit was on a hot summer day. I ordered a grande add shot caramel frap, and I have to say the barista paid the utmost attention to detail when making the beverage! Gave a $2 tip because it is rare that a Starbucks baristas who are paid minimum wage pay this much attention to a drink.

On a more recent visit, I ordered something utterly ridiculous - a $12 drink. The three baristas were pretty good sports, helping me create the most abominable drink. 

These are just two of many visits where the baristas provided top notch service.

The accommodation was classy and quite roomy, albeit it tends to be full at most times. The wifi connection was speedy and does not disconnect.",0,UxTh0zFCbHj2PDxDa0aikQ
w3ckOUmuwo3uVAVepugaqA,0,2016-04-06 02:40:03,0,RjtdHhVOKx4O29YBaC-o5w,3.0,"This starbucks is ok, but seating area could be larger. I came here few times and was never able to find a seat on a weekend",0,YDW9YSAV4TiahkRVJkZ0mA
lHYiCS-y8AFjUitv6MGpxg,0,2017-08-25 22:43:08,0,GLrfb1osWqYzqv1WDPHRrA,4.0,Cute Starbucks... more seating than most plus a patio. Pretty clean for the most part. The staff is very friendly and nice. Not busy at all (Friday evening).,0,4CGkfcAhxHsSECAKGnqbNw
Gw-czbovLneqikIGSmjOCA,2,2011-06-21 16:06:41,1,-xgdVycsgAvdf8SGvbqkjw,2.0,"I work in the south end of campus, so I don't go here very often, but every time I do, I usually turn away and head to the one on College & Beverley. The time it takes for this lineup to reach the front will be as long as it takes for you to take the extra walk.

As an industrial engineer, it really irks me that they have ONE barista serving the endless lineup at Robarts, the largest and most central library on campus. They should consider all of the revenue they're losing to other locations.

If you don't want to cross the street, there's also one in the CCBR.

Both Starbucks locations accept the gift card. The U of T locations that don't are the Aramark cafes that serve Starbucks coffee. Don't EVER go to those locations. They don't even give you free refills.",3,y6jsaAXFstAJkf53R4_y4Q
Gw-czbovLneqikIGSmjOCA,0,2015-06-02 22:33:03,2,emXwOpi_M7SOFpjWPUfw6g,1.0,"It's okay for coffee but stay away from food, unless you like cockroaches!",2,AcIgT3xs8Dv6ZFVPRV3YEQ
LMH6FC-NniQ1uSnkabk9EA,1,2016-05-01 17:44:44,0,NeMVC7Sw2xENVcKfCvXNyA,4.0,"Staff are helpful and friendly at this location. Its conveniently located near my friend's home so it's a nice place for us to grab drinks.
I like my green tea fraps",0,y05H_1uQhO4frLTJ5_tGCQ
r6LmPZz1GEVtywLHVbN9LA,0,2015-09-18 16:13:22,1,5UAZPupDQTDzYaVEEsiFXg,1.0,"The General Manager is very disappointing and rude to customers.
He would swear (very rudely) at employees if they make small mistake.
Managar name is:  Maroun Atallah",1,FG8s7UvPSeqxyeuhgo4yTA
