address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
1277 York Mills Road,"{'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1'}",CPZwngSfv-5OpQ3iQZOrsQ,"Restaurants, Breakfast & Brunch, Sandwiches, Food, Coffee & Tea",Toronto,,1,43.7606862502,-79.3266298622,Tim Hortons,M3A 1Z5,3,2.5,ON
4841 Yonge Street,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}",Xf1nakITB5k6LzAHcLFNzA,"Coffee & Tea, Food",Toronto,,1,43.7618192357,-79.4102453596,Tim Hortons,M2N 5X2,14,2.0,ON
4198 Sheppard Avenue E,"{'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '1'}",22AFh7B89LqoJVEk92AxKg,"Coffee & Tea, Food",Toronto,,1,43.7852968,-79.2789032,Tim Hortons,M1S 1T3,6,2.5,ON
479 Dundas St W,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'False'}",OK6xfir2LGfAK462SwU1IA,"Cafes, Restaurants, Food",Toronto,,1,43.6529891,-79.3971598,Tim Horton,M5T 1H1,4,4.0,ON
"1800 Sheppard Avenue E, Inside Fairview Mall","{'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}",1BGdIwZlmMqNOgSeLpSrKg,"Restaurants, Food, Donuts, Sandwiches, Coffee & Tea, Cafes",Toronto,,1,43.778179,-79.342995,Tim Hortons,M2J 5A7,5,1.5,ON
171 E Liberty Street,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'None', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'Caters': 'False', 'OutdoorSeating': 'False', 'WiFi': ""'free'""}",IadqIdtCMWk-MHvnZEgydw,"Food, Coffee & Tea, Donuts",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6379732969,-79.4185576603,Tim Hortons,M6K 3E7,16,3.5,ON
26 Dundas St E,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True'}",8HJeAo1lVni0C2H7ajzOMQ,"Restaurants, Cafes, Food, Coffee & Tea",Toronto,,1,43.6566784,-79.3799366,Tim Hortons,M5B 2L6,8,2.5,ON
1170 Bay Street,"{'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",Uj8ViXLaksdUWXUoRfP-zQ,"Food, Coffee & Tea",Toronto,,1,43.6690053,-79.3892014,Tim Hortons,M5S 2B4,9,3.0,ON
743 Av Pape,"{'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}",Qph2RWhxG-nu5ZkSAgKT0g,"Delis, Sandwiches, Restaurants",Toronto,,1,43.6799983,-79.3446684,Tim Hortons,M4K 3T1,4,4.0,ON
1094 Bloor Street W,,GIHR4WfVPOuQLuJ4z_bVYw,"Coffee & Tea, Bakeries, Food, Donuts",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6602998,-79.4344004,Tim Hortons,M6H 1M5,3,2.5,ON
481 University Avenue,"{'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}",Aj3WZ2Ueyqzq1dIKLxNMMQ,"Food, Delis, Restaurants, Bakeries, Sandwiches, Coffee & Tea",Toronto,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",1,43.6552395,-79.3879075,Tim Hortons,M5G 2E9,13,3.5,ON
1970 Campus Walk,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",et_1-2KBnYUvJOiwX4YKBw,"Restaurants, Donuts, Bakeries, Coffee & Tea, Food, Breakfast & Brunch",Toronto,,1,43.7724031,-79.5046593,Tim Hortons,M3J 2S5,3,2.0,ON
589 King Street E,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False'}",slc54YlLNLVx-fRvoSqw4w,"Food, Bakeries, Bagels, Coffee & Tea, Cafes, Restaurants",Toronto,"{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}",1,43.6567391539,-79.3561950615,Tim Hortons,M5A 1M6,9,2.0,ON
1269 College Street,"{'RestaurantsPriceRange2': '1', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}",GXlbDW8egP1xrSkeOfa0FQ,"Sandwiches, Food, Coffee & Tea, Donuts, Breakfast & Brunch, Bagels, Restaurants",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6508953,-79.4394679,Tim Hortons,M6H 1C5,4,3.0,ON
"18 King St E, Suite 105","{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'WheelchairAccessible': 'False'}",P1hYLhzT5rHDpzGkYUaarg,"Coffee & Tea, Sandwiches, Restaurants, Food, Donuts",Toronto,"{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}",1,43.6496485,-79.3770895,Tim Horton's,M5H 1A1,17,2.5,ON
261 Yonge St,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'WiFi': ""'free'"", 'BikeParking': 'False', 'DriveThru': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}",wzsipGvDBLqrltv9PEYyaA,"Food, Coffee & Tea, Restaurants, Fast Food",Toronto,"{'Monday': '17:0-0:0', 'Tuesday': '17:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0', 'Sunday': '17:0-0:0'}",1,43.6549103413,-79.3801966598,Tim Hortons,M5B 1NB,8,2.0,ON
1571 Sandhurst Circle,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'""}",kwJi_vLMd-8k4kIfqjQdWA,"Food, Coffee & Tea",Toronto,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-17:0'}",1,43.8101678267,-79.2693767668,Tim Hortons,M1V 1V2,3,3.5,ON
"150 King Street W, Unit C110","{'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True'}",lYrpDRk9tjZu_orI6jOEvQ,"Bakeries, Food, Coffee & Tea",Toronto,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",1,43.6395498124,-79.398365424,Tim Hortons,M5V 0E3,7,3.0,ON
5641 Steels Avenue E,"{'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'True'}",ldWpCm9kYO4fE4GbJuUJ_w,"Coffee & Tea, Food",Toronto,,1,43.8327242,-79.266559,Tim Hortons,M1X,3,2.5,ON
3140 Dufferin Street,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'HasTV': 'True'}",exbLVqYM0mueDf0ScRpotw,"Restaurants, Cafes",Toronto,,1,43.7172484652,-79.4562363625,Tim Horton's,M6A 2S7,4,3.5,ON
Richmond Street E,"{'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True'}",UaoAGXDJPcpP7yObGZGD_Q,"Food, Coffee & Tea",Toronto,,1,43.6533757,-79.369116,Tim Horton's,M5A 4S8,3,1.0,ON
85 Laird Drive,"{'BikeParking': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}",u1AakDceJqPYWqme4k4dfA,"Food, Coffee & Tea",Toronto,,1,43.7052968,-79.3614429,Tim Hortons,M4G 3V1,7,3.5,ON
2301 Brimley Road,"{'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True'}",dnuK5s5dIDRlSfQywM5wAg,"Food, Coffee & Tea, Donuts",Toronto,,1,43.797354132,-79.2719287053,Tim Hortons,M1S,4,2.5,ON
"Royal Bank Plaza, 200 Bay Street","{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",vF-Q0OcabOsjrJHA3XCCug,"Food, Coffee & Tea",Toronto,"{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0', 'Saturday': '6:0-18:0', 'Sunday': '6:0-18:0'}",1,43.6465177,-79.3800808,Tim Hortons,M5J,6,3.0,ON
"33 Yonge Street, Unit 109","{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'WiFi': ""'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",KwwbRKtKO8BLQn5nPSpkZw,"Bakeries, Coffee & Tea, Food, Donuts",Toronto,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",1,43.6469804739,-79.37725127,Tim Horton's,M5E 1G4,32,3.5,ON
399 Bathurst Street,,SUkZaH4gzgemZ6BZyAo1vw,"Coffee & Tea, Food",Toronto,,1,43.6533856,-79.4059423,Tim Hortons,M5T 2S8,6,1.5,ON
120 Fort York Boulevard,"{'BikeParking': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}",6rsMnUHe7Z9U5t6W4NPPkg,"Food, Bakeries, Coffee & Tea",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6395537,-79.398464,Tim Hortons,M5V 0C9,11,3.0,ON
2245 Yonge Street,"{'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True'}",Rp7ABbhY8kUpgwrzJADnqw,"Coffee & Tea, Bakeries, Food, Breakfast & Brunch, Ice Cream & Frozen Yogurt, Sandwiches, Restaurants",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.7063824,-79.3978284,Tim Hortons,M4S 1S5,12,2.5,ON
"2900 Warden Avenue, Unit 149",{'Caters': 'False'},rXpQGo2Y2tWl2_4pWpv5BQ,"Bakeries, Restaurants, Food, Coffee & Tea, Sandwiches",Toronto,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-19:0'}",1,43.7984738,-79.3182127,Tim Hortons,M1W 2S8,3,1.5,ON
1176 St. Clair Avenue W,"{'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsDelivery': 'False'}",gMbVPPDaBg-5AM_iMq_TqQ,"Restaurants, Cafes",Toronto,,1,43.6780146,-79.4436272,Tim Hortons,M6E 1B4,4,2.0,ON
7331 Kingston Road,"{'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}",_i2KbUK_m3A_2A7ySXYJJw,"Coffee & Tea, Food, Donuts",Toronto,,1,43.7996867954,-79.1445521955,Tim Horton's,M1B 5S3,8,2.5,ON
2377 Yonge Street,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",BgftrM9F8Gp7VoCmmX2Guw,"Cafes, Coffee & Tea, Food, Breakfast & Brunch, Restaurants, Sandwiches",Toronto,,1,43.7094657,-79.3986252,Tim Hortons,M4P 2C8,8,3.0,ON
175 Bloor Street E,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True'}",NhltyeTQSLCwnTSkGFl6bA,"Cafes, Restaurants, Coffee & Tea, Donuts, Food, Bakeries",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6709560983,-79.3825904295,Tim Hortons,M4W 3R8,23,3.5,ON
55 Front Street  E,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",FPzKM0Rc6WFlnr5AJ6UUcA,"Breakfast & Brunch, Restaurants, Coffee Roasteries, Salad, Food, Bakeries, Coffee & Tea",Toronto,,1,43.6481066,-79.3742009,Tim Hortons,M5E 0A7,3,2.5,ON
40 King Street W,"{'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True'}",9iIztpy5MJuSFrLgK1HIcw,"Donuts, Food, Coffee & Tea, Restaurants, Sandwiches, Delis",Toronto,,1,43.6495171,-79.379293,Tim Hortons,M5H 3Y2,6,3.0,ON
438 University Avenue,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""'free'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'Caters': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1'}",5KHvSQ9D85ZfBiTXQig4bg,"Food, Cafes, Restaurants, Coffee & Tea",Toronto,,1,43.6546642691,-79.3889611959,Tim Hortons,M5G 2K8,4,4.0,ON
12 Queens Quay W,"{'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}",1KsT6GAvzYkS-fX7RpwK8g,"Donuts, Food, Coffee & Tea",Toronto,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",1,43.6416393242,-79.3758951741,Tim Hortons,M5J 2V7,7,3.0,ON
720 King Street W,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}",ErOT4Fr780eUTX7v-ekNqg,"Food, Coffee & Tea, Donuts",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6439933,-79.4038314,Tim Horton's,M5V 2T3,5,3.0,ON
2 Bruyeres Mews,"{'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}",2ZCNWSfOacFASdVR99EuYg,"Bakeries, Food, Coffee & Tea",Toronto,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",1,43.6374408,-79.400311,Tim Hortons,M5V 0G7,5,2.0,ON
176 Front Street E,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",TKDTGHhdBR1ZnGojoWw0Kw,"Bakeries, Coffee & Tea, Food",Toronto,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",1,43.6507356524,-79.36776363,Tim Hortons,M5A 1E6,4,1.5,ON
340 Front St W,"{'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}",Fq9hKSm4QrX7qVc0gK3ZgA,"Food, Coffee & Tea",Toronto,,1,43.6430595,-79.3927475,Tim Hortons,M5V 3S8,15,2.5,ON
1910 Yonge St,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'Alcohol': ""u'none'""}",tnE2pii5EM-9u6iAA1lPyw,"Cafes, Restaurants, Food",Toronto,,1,43.6984704,-79.3971408,Tim Hortons,M4S 3B2,11,3.0,ON
5250 Dundas Street W,"{'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True'}",1FH0-rrgqziDLAw0pZD3QQ,"Restaurants, Cafes, Coffee & Tea, Food",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6384005,-79.5389612,Tim Hortons,M9B 1A9,10,2.5,ON
